load_average_1m,init_to_stop_ms,ebpf_to_userspace_ms
1.040,0.957,0.047
1.040,0.954,0.049
1.040,0.959,0.048
1.030,0.714,0.052
1.030,0.983,0.053
1.030,0.982,0.052
1.030,0.966,0.053
1.030,0.958,0.054
1.030,0.891,0.051
1.030,0.972,0.053
1.030,0.970,0.052
1.030,0.978,0.051
1.030,1.002,0.054
1.020,0.760,0.052
1.020,0.949,0.051
1.020,0.952,0.050
1.020,0.967,0.053
1.020,0.994,0.050
1.020,0.965,0.053
1.020,0.997,0.050
1.020,1.028,0.051
1.020,0.958,0.050
1.020,0.990,0.052
1.020,0.965,0.048
1.020,0.973,0.048
1.020,0.952,0.050
1.020,1.006,0.049
1.020,1.030,0.048
1.010,0.962,0.048
1.010,1.283,0.050
1.010,0.952,0.046
1.010,0.953,0.046
1.010,0.953,0.058
1.010,0.964,0.051
1.010,0.975,0.049
1.010,0.958,0.048
1.010,0.994,0.050
1.010,0.806,0.050
1.010,0.985,0.052
1.010,0.994,0.052
1.010,0.988,0.053
1.010,0.991,0.054
1.010,1.028,0.050
1.010,0.936,0.057
1.010,0.968,0.050
1.010,0.983,0.050
1.010,0.964,0.049
1.010,0.969,0.051
1.010,0.970,0.049
1.000,0.972,0.050
1.000,0.962,0.050
1.000,0.974,0.051
1.000,0.952,0.050
1.000,0.977,0.051
1.000,0.967,0.049
1.000,1.051,0.052
1.000,0.965,0.051
1.000,0.952,0.050
1.000,0.966,0.051
1.000,0.965,0.048
1.000,0.964,0.049
1.000,0.974,0.049
1.000,0.971,0.053
1.000,0.972,0.052
1.080,0.969,0.051
1.080,0.956,0.051
1.080,0.954,0.051
1.080,0.987,0.052
1.080,0.976,0.051
1.070,0.950,0.052
1.070,0.967,0.053
1.060,1.022,0.052
1.060,0.949,0.053
1.060,0.978,0.054
1.060,0.953,0.053
1.060,0.986,0.049
1.050,0.963,0.049
1.050,0.964,0.058
1.050,0.969,0.051
1.050,0.964,0.052
1.050,0.973,0.051
1.040,0.925,0.053
1.040,0.988,0.051
1.040,0.979,0.050
1.040,1.006,0.051
1.040,0.969,0.052
1.040,1.001,0.054
1.040,0.920,0.049
1.030,0.940,0.050
1.030,1.005,0.048
1.030,0.979,0.050
1.030,0.972,0.052
1.030,0.938,0.054
1.030,0.975,0.052
1.030,0.964,0.052
1.030,0.962,0.051
1.030,0.998,0.052
1.030,0.953,0.050
1.020,0.969,0.052
1.020,0.766,0.053
1.020,0.964,0.050
1.020,0.980,0.050
1.020,1.009,0.050
1.020,0.948,0.047
1.020,0.967,0.048
1.020,0.970,0.053
1.020,0.969,0.053
1.020,0.963,0.051
1.020,1.011,0.053
1.020,0.954,0.054
1.010,0.970,0.052
1.010,0.748,0.054
1.010,0.920,0.055
1.010,0.756,0.053
1.010,0.722,0.054
1.010,1.249,0.053
1.010,0.925,0.053
1.010,0.923,0.052
1.010,0.917,0.054
1.010,0.908,0.054
1.010,0.959,0.050
1.010,0.969,0.052
1.010,0.975,0.055
1.010,0.957,0.052
1.010,0.956,0.053
1.010,0.974,0.050
1.010,0.976,0.053
1.010,0.958,0.054
1.010,0.955,0.052
1.010,0.963,0.049
1.010,0.753,0.050
1.010,0.962,0.052
1.000,0.955,0.052
1.000,0.962,0.052
1.000,0.987,0.053
1.000,0.723,0.050
1.000,0.975,0.050
1.000,0.970,0.050
1.000,0.961,0.048
1.000,0.968,0.049
1.000,0.954,0.049
1.000,0.982,0.049
1.000,0.940,0.048
1.000,0.958,0.053
1.000,0.984,0.053
1.000,0.965,0.051
1.000,0.973,0.052
1.000,0.968,0.053
1.000,0.950,0.053
1.000,0.814,0.053
1.000,0.944,0.052
1.000,0.992,0.053
1.000,0.964,0.052
1.000,0.961,0.052
1.000,0.985,0.053
1.000,1.003,0.053
1.000,0.950,0.052
1.000,0.883,0.054
1.000,0.813,0.051
1.000,0.958,0.048
1.000,0.969,0.046
1.000,0.979,0.048
1.000,0.964,0.047
1.000,0.939,0.047
1.000,0.969,0.047
1.000,1.017,0.053
1.000,0.954,0.050
1.000,0.953,0.053
1.000,0.975,0.052
1.000,0.951,0.050
1.000,0.967,0.052
1.000,1.250,0.051
1.000,0.971,0.052
1.000,0.968,0.048
1.000,1.182,0.048
1.000,0.965,0.049
1.000,0.964,0.048
1.000,0.974,0.050
1.000,0.875,0.048
1.000,0.979,0.049
1.000,1.038,0.049
1.000,0.940,0.050
1.000,0.804,0.051
1.080,0.930,0.051
1.080,0.927,0.049
1.070,0.797,0.051
1.070,0.944,0.052
1.070,0.965,0.051
1.070,0.933,0.052
1.070,0.963,0.051
1.060,0.931,0.050
1.060,0.950,0.052
1.060,0.934,0.052
1.060,0.946,0.050
1.060,0.958,0.046
1.050,0.663,0.044
1.050,0.940,0.053
1.050,0.917,0.051
1.050,0.938,0.052
1.050,0.979,0.052
1.040,0.947,0.053
1.040,0.954,0.053
1.040,0.959,0.051
1.040,0.957,0.049
1.040,0.959,0.050
1.040,0.882,0.048
1.040,0.958,0.048
1.030,0.975,0.048
1.030,1.279,0.051
1.030,0.891,0.052
1.030,0.961,0.054
1.030,0.962,0.053
1.030,1.006,0.052
1.030,1.026,0.052
1.020,0.926,0.053
1.020,0.940,0.052
1.020,0.929,0.053
1.020,0.939,0.052
1.020,0.892,0.053
1.020,0.967,0.049
1.020,0.962,0.051
1.020,0.962,0.050
1.020,0.963,0.050
1.020,1.105,0.051
1.020,0.958,0.050
1.020,0.942,0.049
1.020,0.956,0.048
1.020,0.975,0.051
1.020,0.971,0.047
1.010,0.960,0.048
1.010,0.922,0.052
1.010,0.902,0.051
1.010,1.205,0.066
1.010,0.979,0.052
1.010,0.933,0.051
1.010,0.852,0.051
1.010,0.953,0.051
1.010,0.935,0.052
1.010,0.947,0.050
1.010,0.992,0.051
1.010,0.918,0.052
1.010,0.933,0.053
1.010,0.932,0.050
1.010,0.815,0.053
1.010,0.957,0.053
1.010,0.928,0.053
1.010,0.951,0.053
1.010,0.884,0.050
1.010,0.977,0.053
1.010,0.901,0.050
1.090,0.916,0.050
1.090,0.803,0.050
1.090,0.939,0.051
1.080,0.917,0.053
1.080,0.928,0.053
1.070,1.018,0.053
1.070,0.947,0.052
1.070,0.738,0.052
1.070,0.897,0.052
1.070,0.960,0.052
1.060,0.957,0.052
1.060,0.912,0.053
1.060,1.032,0.056
1.060,1.227,0.052
1.060,0.987,0.050
1.050,0.970,0.050
1.050,0.854,0.050
1.050,0.973,0.046
1.050,0.989,0.050
1.050,1.044,0.052
1.040,0.969,0.051
1.040,0.943,0.051
1.040,0.949,0.053
1.040,0.952,0.053
1.040,0.938,0.053
1.040,0.971,0.054
1.040,0.968,0.053
1.030,0.793,0.051
1.030,0.988,0.050
1.030,0.967,0.051
1.030,0.958,0.049
1.030,1.022,0.051
1.030,0.997,0.048
1.030,0.939,0.049
1.020,0.955,0.048
1.020,0.847,0.048
1.020,0.935,0.048
1.020,0.967,0.048
1.020,0.954,0.050
1.020,1.028,0.048
1.020,0.980,0.049
1.020,0.960,0.046
1.020,1.265,0.048
1.020,0.979,0.050
1.020,0.970,0.051
1.020,0.957,0.050
1.020,0.972,0.050
1.020,0.958,0.051
1.020,0.930,0.050
1.010,0.813,0.056
1.010,0.956,0.051
1.090,0.916,0.056
1.090,0.930,0.053
1.090,0.921,0.051
1.080,0.933,0.051
1.080,0.937,0.052
1.080,0.943,0.050
1.080,0.957,0.053
1.070,1.065,0.053
1.070,0.953,0.055
1.070,0.947,0.051
1.070,0.778,0.052
1.070,0.968,0.052
1.060,0.984,0.052
1.060,0.957,0.053
1.060,0.971,0.053
1.060,0.942,0.050
1.060,0.915,0.054
1.050,0.970,0.050
1.050,0.900,0.048
1.050,0.907,0.050
1.050,0.944,0.049
1.050,0.904,0.049
1.040,0.888,0.050
1.040,0.911,0.050
1.040,0.952,0.049
1.040,0.996,0.052
1.040,0.892,0.051
1.040,0.738,0.050
1.040,0.977,0.052
1.030,0.962,0.053
1.030,0.975,0.053
1.030,0.941,0.053
1.030,0.751,0.052
1.030,0.936,0.051
1.030,0.957,0.048
1.030,0.969,0.049
1.020,0.977,0.052
1.020,0.989,0.051
1.020,0.996,0.052
1.020,0.980,0.050
1.020,0.953,0.052
1.020,0.932,0.051
1.020,0.909,0.052
1.020,0.967,0.052
1.020,0.975,0.050
1.020,0.950,0.051
1.020,0.980,0.049
1.020,0.947,0.051
1.020,0.940,0.067
1.020,0.973,0.052
1.020,0.906,0.050
1.010,0.964,0.049
1.010,0.956,0.051
1.010,0.983,0.050
1.010,0.882,0.048
1.010,0.967,0.049
1.010,0.972,0.051
1.010,0.908,0.052
1.010,0.917,0.052
1.010,1.096,0.052
1.010,0.880,0.052
1.010,0.927,0.055
1.010,0.913,0.052
1.010,0.971,0.052
1.010,0.932,0.052
1.010,0.947,0.051
1.010,0.984,0.052
1.010,0.993,0.053
1.010,0.950,0.052
1.010,0.885,0.051
1.010,0.985,0.053
1.010,0.967,0.051
1.010,0.752,0.053
1.000,1.020,0.048
1.000,0.960,0.053
1.000,0.979,0.051
1.000,0.957,0.048
1.000,0.934,0.053
1.000,0.965,0.051
1.000,0.769,0.052
1.000,0.981,0.050
1.000,0.959,0.051
1.000,0.974,0.051
1.000,0.977,0.050
1.000,0.966,0.052
1.000,0.984,0.053
1.000,0.910,0.053
1.000,0.973,0.053
1.000,0.965,0.049
1.000,1.001,0.054
1.000,0.971,0.051
1.000,0.924,0.052
1.000,0.953,0.054
1.000,0.949,0.052
1.000,0.963,0.052
1.000,0.945,0.050
1.000,0.955,0.050
1.000,0.972,0.051
1.000,0.954,0.053
1.000,0.960,0.054
1.000,1.241,0.049
1.000,0.964,0.050
1.000,1.017,0.052
1.000,0.964,0.053
1.000,0.971,0.050
1.000,1.232,0.049
1.000,0.973,0.050
1.000,0.936,0.047
1.000,0.972,0.049
1.000,0.960,0.052
1.000,0.967,0.052
1.000,0.866,0.051
1.000,0.962,0.051
1.000,0.763,0.052
1.000,0.975,0.050
1.000,0.965,0.052
1.000,0.849,0.054
1.240,1.003,0.052
1.240,0.961,0.053
1.220,0.852,0.052
1.220,1.046,0.052
1.200,1.257,0.052
1.200,0.991,0.050
1.200,0.973,0.051
1.190,0.973,0.050
1.190,0.936,0.048
1.170,0.953,0.051
1.170,0.905,0.048
1.170,0.946,0.052
1.160,0.960,0.050
1.160,0.968,0.050
1.140,0.965,0.051
1.140,1.182,0.053
1.130,1.042,0.052
1.130,0.965,0.050
1.130,1.242,0.066
1.120,0.791,0.053
1.120,0.970,0.049
1.110,0.965,0.052
1.110,0.992,0.052
1.110,0.951,0.049
1.100,0.960,0.051
1.100,0.951,0.053
1.090,0.947,0.050
1.090,0.968,0.050
1.090,1.063,0.053
1.090,0.974,0.052
1.090,0.960,0.052
1.080,0.962,0.051
1.080,0.959,0.051
1.070,0.949,0.052
1.070,1.200,0.049
1.070,0.967,0.050
1.070,0.967,0.050
1.070,0.957,0.051
1.060,0.967,0.051
1.060,0.953,0.054
1.060,0.900,0.057
1.140,0.960,0.051
1.140,1.000,0.053
1.130,1.039,0.050
1.130,1.032,0.053
1.120,0.858,0.051
1.120,0.997,0.049
1.120,0.958,0.050
1.110,1.024,0.055
1.110,1.046,0.060
1.180,1.112,0.054
1.180,1.090,0.057
1.180,0.999,0.053
1.240,1.085,0.054
1.240,1.016,0.055
1.300,1.091,0.053
1.300,1.100,0.054
1.360,1.050,0.055
1.360,1.077,0.061
1.360,1.041,0.062
1.410,1.101,0.061
1.410,1.105,0.062
1.460,0.981,0.054
1.460,1.084,0.062
1.460,0.911,0.063
1.500,1.002,0.062
1.500,1.085,0.062
1.540,1.092,0.061
1.540,1.034,0.064
1.540,1.022,0.061
1.580,1.044,0.060
1.580,1.028,0.061
1.610,1.117,0.062
1.610,1.030,0.061
1.640,1.015,0.061
1.640,1.128,0.062
1.640,1.087,0.061
1.670,0.848,0.055
1.670,1.023,0.063
1.700,1.049,0.061
1.700,0.997,0.055
1.700,1.073,0.053
1.720,0.987,0.055
1.720,0.973,0.055
1.750,1.007,0.056
1.750,1.065,0.061
1.750,1.056,0.062
1.770,1.200,0.056
1.770,1.000,0.057
1.790,1.010,0.056
1.790,1.038,0.057
1.800,1.014,0.057
1.800,1.034,0.057
1.800,1.012,0.055
1.820,1.027,0.056
1.820,1.034,0.056
1.830,1.039,0.054
1.830,0.989,0.055
1.830,1.020,0.053
1.850,1.008,0.053
1.850,0.960,0.056
1.860,1.309,0.055
1.860,1.023,0.058
1.860,1.025,0.052
1.870,1.017,0.056
1.870,0.982,0.054
1.880,1.078,0.055
1.880,1.012,0.054
1.890,0.969,0.053
1.890,1.144,0.055
1.890,1.006,0.053
1.900,1.028,0.056
1.900,1.018,0.057
1.910,0.866,0.053
1.910,0.758,0.056
1.910,1.024,0.056
1.920,1.015,0.058
1.920,1.029,0.057
1.920,1.664,0.058
1.920,1.008,0.055
1.930,1.134,0.055
1.930,1.304,0.054
1.930,1.026,0.057
1.940,1.016,0.055
1.940,0.831,0.054
1.940,1.024,0.055
1.940,1.279,0.053
1.940,1.003,0.053
1.870,1.000,0.053
1.870,0.992,0.055
1.800,0.989,0.053
1.800,0.997,0.054
1.800,0.982,0.056
1.730,1.014,0.054
1.730,0.992,0.054
1.670,0.987,0.052
1.670,1.041,0.054
1.620,0.984,0.051
1.620,0.975,0.051
1.620,0.962,0.053
1.570,0.991,0.054
1.570,0.797,0.053
1.520,0.966,0.050
1.520,0.986,0.050
1.520,0.987,0.049
1.480,0.982,0.054
1.480,0.974,0.055
1.440,0.974,0.051
1.440,1.126,0.049
1.440,0.983,0.047
1.410,0.974,0.048
1.410,0.823,0.051
1.370,0.927,0.049
1.370,0.921,0.054
1.340,0.969,0.053
1.340,1.256,0.052
1.340,0.973,0.058
1.320,0.912,0.053
1.320,0.907,0.052
1.450,0.929,0.055
1.450,0.896,0.052
1.450,0.912,0.052
1.410,0.882,0.055
1.410,0.912,0.053
1.380,0.975,0.051
1.380,0.864,0.053
1.380,0.747,0.053
1.430,0.987,0.051
1.430,0.910,0.053
1.400,0.928,0.053
1.400,0.921,0.054
1.360,0.925,0.053
1.360,0.915,0.051
1.360,1.086,0.059
1.330,0.956,0.054
1.330,0.976,0.053
1.310,0.969,0.050
1.310,0.905,0.057
1.310,0.956,0.053
1.280,0.950,0.051
1.280,1.002,0.055
1.260,0.795,0.054
1.260,0.983,0.052
1.260,0.925,0.053
1.240,0.975,0.050
1.240,0.952,0.052
1.220,0.986,0.052
1.220,0.974,0.048
1.200,0.972,0.051
1.200,0.977,0.054
1.200,0.963,0.052
1.180,0.944,0.052
1.180,0.982,0.053
1.170,0.977,0.050
1.170,0.987,0.051
1.170,0.970,0.052
1.160,1.007,0.052
1.160,0.970,0.054
1.140,1.001,0.050
1.140,1.044,0.051
1.140,0.968,0.050
1.130,0.962,0.049
1.130,0.958,0.051
1.120,0.973,0.051
1.120,0.965,0.051
1.110,0.955,0.049
1.110,0.960,0.048
1.110,0.976,0.051
1.100,0.981,0.053
1.100,0.943,0.049
1.090,0.937,0.051
1.090,0.886,0.052
1.090,0.972,0.051
1.090,0.969,0.051
1.090,0.944,0.050
1.080,0.978,0.049
1.080,0.966,0.051
1.070,0.902,0.052
1.070,0.969,0.052
1.070,0.956,0.051
1.070,0.958,0.052
1.070,0.981,0.051
1.060,0.963,0.049
1.060,0.951,0.050
1.060,0.954,0.052
1.060,0.970,0.052
1.060,0.967,0.051
1.050,0.977,0.051
1.050,0.982,0.051
1.050,0.974,0.052
1.050,0.964,0.051
1.050,0.972,0.052
1.040,0.894,0.053
1.040,1.098,0.054
1.120,0.959,0.053
1.120,0.954,0.053
1.120,0.922,0.050
1.110,0.914,0.050
1.110,0.751,0.053
1.100,0.940,0.050
1.100,0.951,0.049
1.100,0.919,0.055
1.090,0.916,0.051
1.090,0.905,0.053
1.080,0.938,0.050
1.080,0.937,0.050
1.080,0.899,0.048
1.080,0.943,0.052
1.080,0.915,0.048
1.070,0.961,0.051
1.070,0.964,0.047
1.070,0.917,0.048
1.070,0.837,0.052
1.070,0.893,0.054
1.060,0.740,0.051
1.060,0.820,0.051
1.060,0.888,0.050
1.060,0.913,0.054
1.060,0.932,0.053
1.050,0.976,0.053
1.050,0.936,0.052
1.050,0.757,0.054
1.050,0.894,0.054
1.050,1.241,0.051
1.040,0.910,0.052
1.040,0.965,0.050
1.040,0.818,0.052
1.040,1.007,0.051
1.040,0.922,0.052
1.040,0.957,0.053
1.040,0.980,0.056
1.030,0.979,0.053
1.030,0.935,0.053
1.030,0.979,0.050
1.030,0.915,0.050
1.030,0.982,0.053
1.030,0.904,0.050
1.030,0.947,0.052
1.020,0.984,0.054
1.020,0.952,0.048
1.020,0.964,0.048
1.020,0.913,0.047
1.020,1.024,0.059
1.020,0.929,0.051
1.020,1.007,0.052
1.020,0.953,0.052
1.020,0.962,0.053
1.020,0.965,0.052
1.020,1.005,0.051
1.020,0.982,0.054
1.020,1.015,0.053
1.020,0.963,0.053
1.020,1.005,0.049
1.010,0.985,0.053
1.010,0.972,0.051
1.010,0.978,0.053
1.010,0.884,0.049
1.010,0.968,0.049
1.010,0.961,0.049
1.010,0.980,0.050
1.010,0.758,0.047
1.010,0.964,0.050
1.010,0.756,0.048
1.010,0.970,0.049
1.010,0.965,0.048
1.010,0.962,0.051
1.010,0.957,0.053
1.010,0.987,0.054
1.010,0.978,0.052
1.010,0.973,0.051
1.010,0.976,0.053
1.010,0.964,0.052
1.010,0.977,0.052
1.010,0.958,0.050
1.000,0.958,0.048
1.000,0.978,0.050
1.000,0.962,0.048
1.000,0.957,0.050
1.000,0.966,0.051
1.000,0.971,0.051
1.000,0.975,0.053
1.000,0.972,0.049
1.000,0.959,0.053
1.000,0.944,0.048
1.000,0.947,0.049
1.000,1.327,0.047
1.000,0.954,0.051
1.000,0.959,0.050
1.000,0.946,0.048
1.000,0.879,0.049
1.000,0.970,0.051
1.000,1.270,0.052
1.000,0.980,0.049
1.000,0.974,0.050
1.000,0.980,0.048
1.000,0.967,0.052
1.000,0.911,0.051
1.000,0.949,0.052
1.000,0.923,0.050
1.000,0.996,0.052
1.000,0.907,0.052
1.000,0.970,0.050
1.000,0.921,0.050
1.000,1.190,0.051
1.000,0.971,0.053
1.000,0.919,0.051
1.000,0.908,0.053
1.000,0.705,0.052
1.000,0.921,0.052
1.000,0.968,0.053
1.000,1.287,0.050
1.000,0.931,0.065
1.000,0.916,0.050
1.000,0.968,0.052
1.000,0.988,0.053
1.000,0.954,0.051
1.000,0.846,0.051
1.000,0.955,0.053
1.000,0.957,0.049
1.000,0.923,0.054
1.000,0.944,0.051
1.000,0.960,0.049
1.000,0.976,0.050
1.000,0.975,0.048
1.000,0.965,0.053
1.000,0.945,0.049
1.000,0.965,0.048
1.000,0.957,0.053
1.000,0.990,0.052
1.000,0.900,0.053
1.000,0.975,0.054
1.000,0.934,0.053
1.000,0.906,0.054
1.000,0.975,0.053
1.000,1.043,0.052
1.000,0.938,0.053
1.000,0.951,0.051
1.000,0.908,0.053
1.000,0.971,0.057
1.000,0.909,0.067
1.000,0.957,0.066
1.000,0.833,0.066
1.000,0.919,0.064
1.000,0.916,0.065
1.000,0.933,0.067
1.000,0.896,0.066
1.000,0.932,0.058
1.000,1.241,0.075
1.000,0.939,0.067
1.000,0.925,0.058
1.000,1.172,0.058
1.000,0.879,0.059
1.000,0.862,0.058
1.000,0.873,0.061
1.000,1.141,0.058
1.000,1.067,0.061
1.000,0.906,0.059
1.000,0.948,0.064
1.000,0.928,0.058
1.000,0.930,0.058
1.000,0.792,0.057
1.000,0.932,0.058
1.000,0.924,0.059
1.000,0.925,0.064
1.000,0.947,0.059
1.000,0.924,0.062
1.000,0.986,0.060
1.000,0.821,0.059
1.000,0.943,0.068
1.000,0.954,0.076
1.000,0.927,0.068
1.000,0.936,0.064
1.000,0.905,0.067
1.000,0.935,0.066
1.000,0.926,0.065
1.000,0.769,0.060
1.000,0.953,0.071
1.000,0.931,0.058
1.000,0.928,0.063
1.000,0.915,0.059
1.000,0.917,0.058
1.000,0.947,0.061
1.000,0.943,0.060
1.000,0.935,0.058
1.000,0.913,0.058
1.000,0.937,0.067
1.000,0.731,0.061
1.000,0.913,0.058
1.000,0.926,0.060
1.000,0.939,0.058
1.000,1.163,0.067
1.000,0.928,0.065
1.000,1.225,0.066
1.000,1.235,0.067
1.000,0.774,0.065
1.000,0.959,0.067
1.000,0.934,0.065
1.000,0.788,0.068
1.000,0.939,0.067
1.000,0.945,0.066
1.000,0.960,0.065
1.000,0.927,0.068
1.000,0.939,0.065
1.000,0.934,0.064
1.000,0.945,0.068
1.000,0.951,0.069
1.000,0.910,0.068
1.000,0.941,0.068
1.000,0.942,0.067
1.000,0.931,0.062
1.000,1.245,0.059
1.000,0.933,0.059
1.000,0.946,0.067
1.000,0.929,0.066
1.000,0.945,0.039
1.000,1.346,0.061
1.000,0.941,0.060
1.000,0.937,0.058
1.000,0.810,0.058
1.000,0.927,0.058
1.000,0.933,0.057
1.000,1.296,0.059
1.000,0.945,0.057
1.000,1.214,0.060
1.000,0.938,0.057
1.000,0.959,0.058
1.000,0.939,0.059
1.000,0.930,0.056
1.000,0.967,0.057
1.000,0.929,0.059
1.000,0.933,0.056
1.000,0.721,0.059
1.000,0.958,0.072
1.000,0.884,0.066
1.000,0.938,0.066
1.000,0.935,0.066
1.000,0.948,0.067
1.000,0.944,0.066
1.000,0.776,0.067
1.000,0.853,0.064
1.000,0.950,0.067
1.000,1.220,0.059
1.000,0.930,0.059
1.000,1.480,0.059
1.000,0.940,0.059
1.000,0.923,0.068
1.000,0.928,0.067
1.000,0.918,0.067
1.000,1.270,0.068
1.000,0.964,0.064
1.000,0.929,0.065
1.000,0.948,0.065
1.000,0.940,0.066
1.000,0.937,0.066
1.000,0.942,0.067
1.000,0.927,0.068
1.000,0.961,0.066
1.000,0.937,0.066
1.000,0.929,0.064
1.000,0.937,0.067
1.000,0.850,0.059
1.000,0.807,0.058
1.000,0.748,0.061
1.000,0.930,0.058
1.000,0.930,0.058
1.000,0.935,0.059
1.000,0.963,0.059
1.000,0.750,0.068
1.000,0.913,0.068
1.000,0.895,0.069
1.000,0.950,0.067
1.000,0.876,0.056
1.000,0.863,0.061
1.000,0.875,0.056
1.000,0.837,0.055
1.000,0.861,0.055
1.000,0.930,0.030
1.000,1.012,0.047
1.000,0.888,0.048
1.000,0.952,0.050
1.000,0.926,0.049
1.000,0.935,0.049
1.000,0.817,0.049
1.080,0.864,0.045
1.080,0.859,0.045
1.080,0.866,0.045
1.150,0.867,0.052
1.150,0.933,0.052
1.140,0.941,0.052
1.140,0.921,0.050
1.140,0.727,0.051
1.130,0.921,0.051
1.130,0.944,0.051
1.120,1.097,0.050
1.120,0.958,0.050
1.110,0.933,0.050
1.110,0.949,0.050
1.110,0.942,0.051
1.100,0.795,0.052
1.100,0.931,0.048
1.090,0.922,0.049
1.090,0.930,0.049
1.090,0.948,0.050
1.080,0.941,0.050
1.080,0.918,0.050
1.080,0.943,0.055
1.080,0.933,0.050
1.070,0.940,0.050
1.070,0.938,0.052
1.070,0.920,0.052
1.060,0.924,0.048
1.060,0.978,0.050
1.060,0.752,0.051
1.060,0.919,0.051
1.060,0.959,0.048
1.140,0.915,0.049
1.140,1.183,0.051
1.120,0.783,0.049
1.120,0.939,0.052
1.120,0.714,0.045
1.270,0.953,0.051
1.270,0.920,0.050
1.250,0.952,0.051
1.250,0.754,0.049
